,ID,Count
189,18477,468.038273028
190,18478,469.736257235
191,18479,458.632917025
192,18480,396.060689338
193,18481,316.077150924
194,18482,267.498623809
195,18483,221.024556215
196,18484,186.037036903
197,18485,166.53383513
198,18486,179.06909401
199,18487,207.6728515
200,18488,239.148246061
201,18489,309.031786444
202,18490,438.635524244
203,18491,486.284992307
204,18492,491.437047051
205,18493,434.637754988
206,18494,464.733637623
207,18495,458.86367361
208,18496,447.15189889
209,18497,457.568621599
210,18498,468.829943445
211,18499,497.475930891
212,18500,478.057189032
213,18501,446.215801512
214,18502,447.834616527
215,18503,437.248973991
216,18504,381.633815585
217,18505,304.563750894
218,18506,257.75474117
219,18507,212.9735341
220,18508,179.260467258
221,18509,160.467687493
222,18510,172.546338074
223,18511,200.108177472
224,18512,230.437051926
225,18513,297.775020275
226,18514,422.657823093
227,18515,468.571615593
228,18516,473.536002019
229,18517,418.805676249
230,18518,447.805288764
231,18519,442.149143572
232,18520,430.863980984
233,18521,440.901265017
234,18522,451.75238289
235,18523,479.354913979
236,18524,460.643517597
237,18525,429.961981812
238,18526,431.521830006
239,18527,421.321779205
240,18528,266.340823253
241,18529,212.553911193
242,18530,179.886077064
243,18531,148.63343888
244,18532,125.105214676
245,18533,111.989803437
246,18534,120.419448841
247,18535,139.654754246
248,18536,160.821163145
249,18537,207.816081294
250,18538,294.97132581
251,18539,327.014391161
252,18540,330.47901802
253,18541,292.282926826
254,18542,312.521648753
255,18543,308.574246019
256,18544,300.69837294
257,18545,307.703356208
258,18546,315.276311091
259,18547,334.540015076
260,18548,321.481400999
261,18549,300.068871066
262,18550,301.157483331
263,18551,294.03890574
264,18552,265.38814613
265,18553,211.793625007
266,18554,179.242640777
267,18555,148.101790463
268,18556,124.657724597
269,18557,111.589226002
270,18558,119.988719325
271,18559,139.155221775
272,18560,160.245920337
273,18561,207.072741899
274,18562,293.916239959
275,18563,325.844690153
276,18564,329.296924354
277,18565,291.237457137
278,18566,311.403786979
279,18567,307.470503749
280,18568,299.622801958
281,18569,306.602729032
282,18570,314.148596138
283,18571,333.34339559
284,18572,320.331490998
285,18573,298.995551755
286,18574,300.080270152
287,18575,292.987155072
288,18576,413.856247906
289,18577,330.278937677
290,18578,279.517709659
291,18579,230.955497459
292,18580,194.39594016
293,18581,174.016432359
294,18582,187.114917885
295,18583,217.00388205
296,18584,249.89350994
297,18585,322.917015156
298,18586,458.34402946
299,18587,508.134454509
300,18588,513.51799825
301,18589,454.166634862
302,18590,485.614767434
303,18591,479.48105776
304,18592,467.243056684
305,18593,478.127817257
306,18594,489.895125982
307,18595,519.828217555
308,18596,499.53696457
309,18597,466.264899147
310,18598,467.956449776
311,18599,456.895179573
312,18600,404.208992543
313,18601,322.579923179
314,18602,273.00197204
315,18603,225.571776245
316,18604,189.864445744
317,18605,169.959997381
318,18606,182.753148782
319,18607,211.945381966
320,18608,244.068331473
321,18609,315.389611808
322,18610,447.659735291
323,18611,496.289513503
324,18612,501.547563377
325,18613,443.579718449
326,18614,474.29477482
327,18615,468.304045864
328,18616,456.351320466
329,18617,466.982350268
330,18618,478.475355458
331,18619,507.710687411
332,18620,487.892436586
333,18621,455.39596441
334,18622,457.048083907
335,18623,446.244659027
336,18624,419.144239605
337,18625,334.499031707
338,18626,283.089209029
339,18627,233.906499793
340,18628,196.879807742
341,18629,176.239903564
342,18630,189.505753199
343,18631,219.776619523
344,18632,253.086490143
345,18633,327.043043226
346,18634,464.200457714
347,18635,514.62707312
348,18636,520.079404357
349,18637,459.969687027
350,18638,491.819643819
351,18639,485.607561507
352,18640,473.213191043
353,18641,484.237030158
354,18642,496.154694064
355,18643,526.470251627
356,18644,505.919729928
357,18645,472.222535231
358,18646,473.935699418
359,18647,462.733095345
360,18648,399.774636193
361,18649,319.041074818
362,18650,270.007016334
363,18651,223.097151344
364,18652,187.781546486
365,18653,168.095458967
366,18654,180.748263684
367,18655,209.620244803
368,18656,241.390790954
369,18657,311.92964443
370,18658,442.748704546
371,18659,490.84499199
372,18660,496.045358667
373,18661,438.713447343
374,18662,469.091545587
375,18663,463.16653765
376,18664,451.344939082
377,18665,461.859341655
378,18666,473.226263355
379,18667,502.140870429
380,18668,482.540034823
381,18669,450.400063716
382,18670,452.03405871
383,18671,441.349152312
384,18672,385.347762441
385,18673,307.527674788
386,18674,260.263133696
387,18675,215.046129229
388,18676,181.004976842
389,18677,162.02931133
390,18678,174.225507748
391,18679,202.055570774
392,18680,232.679596819
393,18681,300.672878261
394,18682,426.771003396
395,18683,473.131615276
396,18684,478.144313636
397,18685,422.881368603
398,18686,452.163196727
399,18687,446.452007612
400,18688,435.057021176
401,18689,445.191985074
402,18690,456.1487028
403,18691,484.019853517
404,18692,465.126363387
405,18693,434.146244016
406,18694,435.721272189
407,18695,425.421957525
408,18696,270.054770108
409,18697,215.517835087
410,18698,182.39446959
411,18699,150.706034009
412,18700,126.849724259
413,18701,113.551427274
414,18702,122.098618515
415,18703,141.602147548
416,18704,163.063708039
417,18705,210.71393928
418,18706,299.084506112
419,18707,331.574390844
420,18708,335.087329636
421,18709,296.358619181
422,18710,316.879556716
423,18711,312.877110059
424,18712,304.891413132
425,18713,311.994076265
426,18714,319.672631001
427,18715,339.204954614
428,18716,325.964246789
429,18717,304.25313327
430,18718,305.356925513
431,18719,298.13908406
432,18720,269.102092985
433,18721,214.757548902
434,18722,181.751033303
435,18723,150.174385592
436,18724,126.402234181
437,18725,113.150849839
438,18726,121.667888999
439,18727,141.102615078
440,18728,162.488465231
441,18729,209.970599885
442,18730,298.029420262
443,18731,330.404689837
444,18732,333.90523597
445,18733,295.313149491
446,18734,315.761694942
447,18735,311.773367789
448,18736,303.81584215
449,18737,310.893449089
450,18738,318.544916048
451,18739,338.008335128
452,18740,324.814336789
453,18741,303.179813959
454,18742,304.279712335
455,18743,297.087333392
456,18744,417.570194761
457,18745,333.242861571
458,18746,282.026102184
459,18747,233.028092588
460,18748,196.140449743
461,18749,175.578056196
462,18750,188.794087559
463,18751,218.951275353
464,18752,252.136054834
465,18753,325.814873141
466,18754,462.457209762
467,18755,512.694454192
468,18756,518.126309867
469,18757,458.242327216
470,18758,489.972675397
471,18759,483.783921799
472,18760,471.436096875
473,18761,482.418537313
474,18762,494.291445892
475,18763,524.493157093
476,18764,504.01981036
477,18765,470.44916135
478,18766,472.155891959
479,18767,460.995357893
480,18768,407.922939399
481,18769,325.543847074
482,18770,275.510364565
483,18771,227.644371374
484,18772,191.608955328
485,18773,171.521621217
486,18774,184.432318456
487,18775,213.892775269
488,18776,246.310876366
489,18777,318.287469793
490,18778,451.772915594
491,18779,500.849513187
492,18780,506.155874994
493,18781,447.655410803
494,18782,478.652682784
495,18783,472.606909904
496,18784,460.544360658
497,18785,471.273070324
498,18786,482.871675368
499,18787,512.375626949
500,18788,492.375282376
501,18789,459.580226614
502,18790,461.247526089
503,18791,450.344837347
504,18792,422.858186461
505,18793,337.462955601
506,18794,285.597601554
507,18795,235.979094922
508,18796,198.624317326
509,18797,177.8015274
510,18798,191.184922873
511,18799,221.724012826
512,18800,255.329035036
513,18801,329.940901211
514,18802,468.313638016
515,18803,519.187072804
516,18804,524.687715974
517,18805,464.045379381
518,18806,496.177551782
519,18807,489.910425546
520,18808,477.406231235
521,18809,488.527750214
522,18810,500.551013974
523,18811,531.135191165
524,18812,510.402575718
525,18813,476.406797435
526,18814,478.135141601
527,18815,466.833273665
528,18816,403.488583049
529,18817,322.004998713
530,18818,272.51540886
531,18819,225.169746473
532,18820,189.52605607
533,18821,169.657082804
534,18822,182.427433358
535,18823,211.567638105
536,18824,243.633335848
537,18825,314.827502416
538,18826,446.861884848
539,18827,495.404991674
540,18828,500.653670284
541,18829,442.789139697
542,18830,473.44945355
543,18831,467.46940169
544,18832,455.537979273
545,18833,466.150061711
546,18834,477.622583265
547,18835,506.805809967
548,18836,487.022880613
549,18837,454.58432592
550,18838,456.233500893
551,18839,445.449330632
552,18840,389.061709296
553,18841,310.491598683
554,18842,262.771526221
555,18843,217.118724358
556,18844,182.749486425
557,18845,163.590935166
558,18846,175.904677422
559,18847,204.002964076
560,18848,234.922141713
561,18849,303.570736247
562,18850,430.884183698
563,18851,477.69161496
564,18852,482.752625252
565,18853,426.957060957
566,18854,456.521104691
567,18855,450.754871651
568,18856,439.250061368
569,18857,449.48270513
570,18858,460.54502271
571,18859,488.684793055
572,18860,469.609209177
573,18861,438.330506219
574,18862,439.920714372
575,18863,429.522135846
576,18864,273.768716964
577,18865,218.481758982
578,18866,184.902862115
579,18867,152.778629138
580,18868,128.594233843
581,18869,115.113051111
582,18870,123.777788189
583,18871,143.549540851
584,18872,165.306252932
585,18873,213.611797266
586,18874,303.197686414
587,18875,336.134390528
588,18876,339.695641253
589,18877,300.434311535
590,18878,321.237464679
591,18879,317.179974099
592,18880,309.084453324
593,18881,316.284796321
594,18882,324.068950912
595,18883,343.869894152
596,18884,330.44709258
597,18885,308.437395474
598,18886,309.556367696
599,18887,302.23926238
600,18888,272.816039841
601,18889,217.721472796
602,18890,184.259425828
603,18891,152.246980721
604,18892,128.146743764
605,18893,114.712473676
606,18894,123.347058673
607,18895,143.05000838
608,18896,164.731010124
609,18897,212.868457871
610,18898,302.142600564
611,18899,334.96468952
612,18900,338.513547587
613,18901,299.388841845
614,18902,320.119602905
615,18903,316.076231828
616,18904,308.008882342
617,18905,315.184169145
618,18906,322.941235958
619,18907,342.673274666
620,18908,329.297182579
621,18909,307.364076163
622,18910,308.479154518
623,18911,301.187511712
624,18912,421.284141617
625,18913,336.206785466
626,18914,284.534494709
627,18915,235.100687717
628,18916,197.884959327
629,18917,177.139680033
630,18918,190.473257233
631,18919,220.898668655
632,18920,254.378599727
633,18921,328.712731127
634,18922,466.570390064
635,18923,517.254453876
636,18924,522.734621483
637,18925,462.318019571
638,18926,494.33058336
639,18927,488.086785839
640,18928,475.629137067
641,18929,486.709257369
642,18930,498.687765803
643,18931,529.158096631
644,18932,508.502656151
645,18933,474.633423554
646,18934,476.355334142
647,18935,465.095536213
648,18936,411.636886254
649,18937,328.507770968
650,18938,278.01875709
651,18939,229.716966503
652,18940,193.353464911
653,18941,173.083245054
654,18942,186.11148813
655,18943,215.840168571
656,18944,248.55342126
657,18945,321.185327779
658,18946,455.886095896
659,18947,505.40951287
660,18948,510.76418661
661,18949,451.731103157
662,18950,483.010590747
663,18951,476.909773944
664,18952,464.73740085
665,18953,475.563790381
666,18954,487.267995278
667,18955,517.040566487
668,18956,496.858128166
669,18957,463.764488818
670,18958,465.446968272
671,18959,454.445015668
672,18960,426.572133316
673,18961,340.426879496
674,18962,288.105994079
675,18963,238.051690051
676,18964,200.368826909
677,18965,179.363151237
678,18966,192.864092547
679,18967,223.671406128
680,18968,257.57157993
681,18969,332.838759197
682,18970,472.426818318
683,18971,523.747072487
684,18972,529.29602759
685,18973,468.121071735
686,18974,500.535459745
687,18975,494.213289586
688,18976,481.599271426
689,18977,492.818470271
690,18978,504.947333884
691,18979,535.800130703
692,18980,514.885421508
693,18981,480.591059639
694,18982,482.334583784
695,18983,470.933451986
696,18984,407.202529904
697,18985,324.968922607
698,18986,275.023801385
699,18987,227.242341602
700,18988,191.270565653
701,18989,171.218706641
702,18990,184.106603032
703,18991,213.515031408
704,18992,245.875880741
705,18993,317.725360402
706,18994,450.975065151
707,18995,499.964991357
708,18996,505.2619819
709,18997,446.864832051
710,18998,477.807361513
711,18999,471.772265729
712,19000,459.731019465
713,19001,470.440781768
714,19002,482.018903175
715,19003,511.470749505
716,19004,491.505726403
717,19005,458.768588124
718,19006,460.432943076
719,19007,449.549508952
720,19008,392.775656151
721,19009,313.455522577
722,19010,265.279918746
723,19011,219.191319487
724,19012,184.493996009
725,19013,165.152559003
726,19014,177.583847096
727,19015,205.950357379
728,19016,237.164686606
729,19017,306.468594233
730,19018,434.997364
731,19019,482.251614643
732,19020,487.360936868
733,19021,431.032753311
734,19022,460.879012654
735,19023,455.057735691
736,19024,443.443101559
737,19025,453.773425187
738,19026,464.94134262
739,19027,493.349732593
740,19028,474.092054967
741,19029,442.514768423
742,19030,444.120156554
743,19031,433.622314166
744,19032,277.482663819
745,19033,221.445682876
746,19034,187.41125464
747,19035,154.851224267
748,19036,130.338743426
749,19037,116.674674947
750,19038,125.456957863
751,19039,145.496934153
752,19040,167.548797826
753,19041,216.509655252
754,19042,307.310866717
755,19043,340.694390211
756,19044,344.303952869
757,19045,304.510003889
758,19046,325.595372643
759,19047,321.482838138
760,19048,313.277493515
761,19049,320.575516377
762,19050,328.465270822
763,19051,348.53483369
764,19052,334.92993837
765,19053,312.621657678
766,19054,313.755809879
767,19055,306.339440701
768,19056,276.529986696
769,19057,220.68539669
770,19058,186.767818353
771,19059,154.31957585
772,19060,129.891253347
773,19061,116.274097513
774,19062,125.026228347
775,19063,144.997401682
776,19064,166.973555018
777,19065,215.766315857
778,19066,306.255780866
779,19067,339.524689203
780,19068,343.121859203
781,19069,303.464534199
782,19070,324.477510868
783,19071,320.379095868
784,19072,312.201922533
785,19073,319.474889201
786,19074,327.337555868
787,19075,347.338214204
788,19076,333.780028369
789,19077,311.548338367
790,19078,312.6785967
791,19079,305.287690033
792,19080,424.998088472
793,19081,339.17070936
794,19082,287.042887235
795,19083,237.173282846
796,19084,199.62946891
797,19085,178.70130387
798,19086,192.152426907
799,19087,222.846061958
800,19088,256.621144621
801,19089,331.610589113
802,19090,470.683570367
803,19091,521.814453559
804,19092,527.3429331
805,19093,466.393711925
806,19094,498.688491324
807,19095,492.389649878
808,19096,479.822177259
809,19097,490.999977426
810,19098,503.084085713
811,19099,533.823036169
812,19100,512.985501941
813,19101,478.817685758
814,19102,480.554776324
815,19103,469.195714534
816,19104,415.350833109
817,19105,331.471694862
818,19106,280.527149615
819,19107,231.789561632
820,19108,195.097974495
821,19109,174.644868891
822,19110,187.790657804
823,19111,217.787561873
824,19112,250.795966154
825,19113,324.083185765
826,19114,459.999276198
827,19115,509.969512554
828,19116,515.372498227
829,19117,455.806795512
830,19118,487.36849871
831,19119,481.212637983
832,19120,468.930441041
833,19121,479.854510437
834,19122,491.664315188
835,19123,521.705506025
836,19124,501.340973956
837,19125,467.948751022
838,19126,469.646410455
839,19127,458.545193988
840,19128,430.286080171
841,19129,343.39080339
842,19130,290.614386604
843,19131,240.12428518
844,19132,202.113336493
845,19133,180.924775074
846,19134,194.543262221
847,19135,225.618799431
848,19136,259.814124824
849,19137,335.736617183
850,19138,476.539998621
851,19139,528.307072171
852,19140,533.904339206
853,19141,472.19676409
854,19142,504.893367708
855,19143,498.516153625
856,19144,485.792311618
857,19145,497.109190327
858,19146,509.343653795
859,19147,540.465070241
860,19148,519.368267299
861,19149,484.775321843
862,19150,486.534025967
863,19151,475.033630306
864,19152,410.916476759
865,19153,327.932846501
866,19154,277.53219391
867,19155,229.314936731
868,19156,193.015075237
869,19157,172.780330478
870,19158,185.785772706
871,19159,215.46242471
872,19160,248.118425635
873,19161,320.623218388
874,19162,455.088245453
875,19163,504.52499104
876,19164,509.870293517
877,19165,450.940524405
878,19166,482.165269477
879,19167,476.075129769
880,19168,463.924059657
881,19169,474.731501824
882,19170,486.415223085
883,19171,516.135689043
884,19172,495.988572193
885,19173,462.952850327
886,19174,464.632385259
887,19175,453.649687273
888,19176,396.489603007
889,19177,316.419446471
890,19178,267.788311272
891,19179,221.263914616
892,19180,186.238505592
893,19181,166.71418284
894,19182,179.26301677
895,19183,207.897750681
896,19184,239.4072315
897,19185,309.366452219
898,19186,439.110544303
899,19187,486.811614327
900,19188,491.969248485
901,19189,435.108445666
902,19190,465.236920617
903,19191,459.360599731
904,19192,447.636141751
905,19193,458.064145243
906,19194,469.33766253
907,19195,498.014672131
908,19196,478.574900758
909,19197,446.699030627
910,19198,448.319598737
911,19199,437.722492486
912,19200,281.196610674
913,19201,224.40960677
914,19202,189.919647166
915,19203,156.923819396
916,19204,132.08325301
917,19205,118.236298784
918,19206,127.136127537
919,19207,147.444327456
920,19208,169.791342719
921,19209,219.407513238
922,19210,311.424047019
923,19211,345.254389895
924,19212,348.912264486
925,19213,308.585696243
926,19214,329.953280606
927,19215,325.785702178
928,19216,317.470533707
929,19217,324.866236434
930,19218,332.861590732
931,19219,353.199773228
932,19220,339.41278416
933,19221,316.805919881
934,19222,317.955252062
935,19223,310.439619021
936,19224,280.243933551
937,19225,223.649320585
938,19226,189.276210879
939,19227,156.392170979
940,19228,131.635762931
941,19229,117.83572135
942,19230,126.70539802
943,19231,146.944794985
944,19232,169.216099911
945,19233,218.664173843
946,19234,310.368961168
947,19235,344.084688887
948,19236,347.73017082
949,19237,307.540226554
950,19238,328.835418832
951,19239,324.681959907
952,19240,316.394962725
953,19241,323.765609258
954,19242,331.733875779
955,19243,352.003153742
956,19244,338.262874159
957,19245,315.732600571
958,19246,316.878038883
959,19247,309.387868353
960,19248,428.712035327
961,19249,342.134633254
962,19250,289.55127976
963,19251,239.245877975
964,19252,201.373978494
965,19253,180.262927707
966,19254,193.831596581
967,19255,224.79345526
968,19256,258.863689514
969,19257,334.508447099
970,19258,474.796750669
971,19259,526.374453242
972,19260,531.951244716
973,19261,470.469404279
974,19262,503.046399287
975,19263,496.692513918
976,19264,484.015217451
977,19265,495.290697482
978,19266,507.480405623
979,19267,538.487975707
980,19268,517.468347731
981,19269,483.001947962
982,19270,484.754218507
983,19271,473.295892854
984,19272,419.064779965
985,19273,334.435618757
986,19274,283.035542141
987,19275,233.862156761
988,19276,196.842484078
989,19277,176.206492728
990,19278,189.469827478
991,19279,219.734955176
992,19280,253.038511047
993,19281,326.981043751
994,19282,464.112456501
995,19283,514.529512237
996,19284,519.980809843
997,19285,459.882487866
998,19286,491.726406674
999,19287,485.515502023
1000,19288,473.123481233
1001,19289,484.145230494
1002,19290,496.060635098
1003,19291,526.370445563
1004,19292,505.823819747
1005,19293,472.133013226
1006,19294,473.845852638
1007,19295,462.645372308
1008,19296,434.000027027
1009,19297,346.354727284
1010,19298,293.12277913
1011,19299,242.196880309
1012,19300,203.857846076
1013,19301,182.486398911
1014,19302,196.222431895
1015,19303,227.566192733
1016,19304,262.056669717
1017,19305,338.634475169
1018,19306,480.653178923
1019,19307,532.867071854
1020,19308,538.512650823
1021,19309,476.272456444
1022,19310,509.251275672
1023,19311,502.819017665
1024,19312,489.98535181
1025,19313,501.399910383
1026,19314,513.739973705
1027,19315,545.130009779
1028,19316,523.851113089
1029,19317,488.959584047
1030,19318,490.733468149
1031,19319,479.133808626
1032,19320,414.630423615
1033,19321,330.896770396
1034,19322,280.040586436
1035,19323,231.38753186
1036,19324,194.75958482
1037,19325,174.341954314
1038,19326,187.46494238
1039,19327,217.409818012
1040,19328,250.360970529
1041,19329,323.521076373
1042,19330,459.201425755
1043,19331,509.084990724
1044,19332,514.478605133
1045,19333,455.01621676
1046,19334,486.52317744
1047,19335,480.377993808
1048,19336,468.117099848
1049,19337,479.022221881
1050,19338,490.811542995
1051,19339,520.800628581
1052,19340,500.471417984
1053,19341,467.137112531
1054,19342,468.831827442
1055,19343,457.749865593
1056,19344,400.203549862
1057,19345,319.383370366
1058,19346,270.296703797
1059,19347,223.336509745
1060,19348,187.983015176
1061,19349,168.275806677
1062,19350,180.942186444
1063,19351,209.845143984
1064,19352,241.649776394
1065,19353,312.264310204
1066,19354,443.223724605
1067,19355,491.37161401
1068,19356,496.577560101
1069,19357,439.18413802
1070,19358,469.59482858
1071,19359,463.66346377
1072,19360,451.829181943
1073,19361,462.354865299
1074,19362,473.73398244
1075,19363,502.679611669
1076,19364,483.057746548
1077,19365,450.883292831
1078,19366,452.51904092
1079,19367,441.822670807
1080,19368,284.91055753
1081,19369,227.373530665
1082,19370,192.428039691
1083,19371,158.996414525
1084,19372,133.827762593
1085,19373,119.797922621
1086,19374,128.815297211
1087,19375,149.391720758
1088,19376,172.033887613
1089,19377,222.305371223
1090,19378,315.537227321
1091,19379,349.814389578
1092,19380,353.520576102
1093,19381,312.661388598
1094,19382,334.311188569
1095,19383,330.088566217
1096,19384,321.663573899
1097,19385,329.15695649
1098,19386,337.257910642
1099,19387,357.864712766
1100,19388,343.89562995
1101,19389,320.990182085
1102,19390,322.154694245
1103,19391,314.539797341
1104,19392,283.957880407
1105,19393,226.613244479
1106,19394,191.784603404
1107,19395,158.464766108
1108,19396,133.380272514
1109,19397,119.397345186
1110,19398,128.384567694
1111,19399,148.892188287
1112,19400,171.458644805
1113,19401,221.562031828
1114,19402,314.482141471
1115,19403,348.64468857
1116,19404,352.338482436
1117,19405,311.615918908
1118,19406,333.193326795
1119,19407,328.984823947
1120,19408,320.588002917
1121,19409,328.056329314
1122,19410,336.130195689
1123,19411,356.66809328
1124,19412,342.74571995
1125,19413,319.916862775
1126,19414,321.077481066
1127,19415,313.488046673
1128,19416,432.425982183
1129,19417,345.098557149
1130,19418,292.059672285
1131,19419,241.318473104
1132,19420,203.118488077
1133,19421,181.824551543
1134,19422,195.510766255
1135,19423,226.740848562
1136,19424,261.106234408
1137,19425,337.406305085
1138,19426,478.909930971
1139,19427,530.934452926
1140,19428,536.559556333
1141,19429,474.545096633
1142,19430,507.40430725
1143,19431,500.995377957
1144,19432,488.208257642
1145,19433,499.581417538
1146,19434,511.876725533
1147,19435,543.152915245
1148,19436,521.951193521
1149,19437,487.186210166
1150,19438,488.95366069
1151,19439,477.396071174
1152,19440,422.77872682
1153,19441,337.399542651
1154,19442,285.543934666
1155,19443,235.93475189
1156,19444,198.586993662
1157,19445,177.768116565
1158,19446,191.148997152
1159,19447,221.682348478
1160,19448,255.281055941
1161,19449,329.878901737
1162,19450,468.225636803
1163,19451,519.08951192
1164,19452,524.589121459
1165,19453,463.95818022
1166,19454,496.084314637
1167,19455,489.818366062
1168,19456,477.316521425
1169,19457,488.43595055
1170,19458,500.456955008
1171,19459,531.035385101
1172,19460,510.306665537
1173,19461,476.31727543
1174,19462,478.045294821
1175,19463,466.745550629
1176,19464,437.713973882
1177,19465,349.318651178
1178,19466,295.631171655
1179,19467,244.269475438
1180,19468,205.60235566
1181,19469,184.048022748
1182,19470,197.901601569
1183,19471,229.513586035
1184,19472,264.299214611
1185,19473,341.532333155
1186,19474,484.766359225
1187,19475,537.427071537
1188,19476,543.120962439
1189,19477,480.348148798
1190,19478,513.609183635
1191,19479,507.121881704
1192,19480,494.178392002
1193,19481,505.69063044
1194,19482,518.136293615
1195,19483,549.794949317
1196,19484,528.333958879
1197,19485,493.143846251
1198,19486,494.932910332
1199,19487,483.233986947
1200,19488,418.34437047
1201,19489,333.86069429
1202,19490,282.548978961
1203,19491,233.460126989
1204,19492,196.504094404
1205,19493,175.903578151
1206,19494,189.144112054
1207,19495,219.357211315
1208,19496,252.603515422
1209,19497,326.418934359
1210,19498,463.314606058
1211,19499,513.644990407
1212,19500,519.08691675
1213,19501,459.091909114
1214,19502,490.881085403
1215,19503,484.680857848
1216,19504,472.31014004
1217,19505,483.312941937
1218,19506,495.207862905
1219,19507,525.465568119
1220,19508,504.954263774
1221,19509,471.321374735
1222,19510,473.031269624
1223,19511,461.850043913
1224,19512,403.917496717
1225,19513,322.34729426
1226,19514,272.805096322
1227,19515,225.409104874
1228,19516,189.727524759
1229,19517,169.837430514
1230,19518,182.621356118
1231,19519,211.792537286
1232,19520,243.892321287
1233,19521,315.16216819
1234,19522,447.336904907
1235,19523,495.931613693
1236,19524,501.185871718
1237,19525,443.259830374
1238,19526,473.952736544
1239,19527,467.96632781
1240,19528,456.022222134
1241,19529,466.645585356
1242,19530,478.13030235
1243,19531,507.344551207
1244,19532,487.540592338
1245,19533,455.067555035
1246,19534,456.718483103
1247,19535,445.922849127
1248,19536,288.624504385
